Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
275272,B000CQID7E,A4CD2LFRNXYIY,Julia,0,0,5,1293580800,Delicious!!,"I used to buy this tea at a local store, but then sadly it was discontinued.  I looked for it everywhere and could only find it online.  I absolutely love this tea.  It tastes like vanilla, almond, and cinnamon all swirled together.  And during the holidays it tastes great with egg nog!"
563761,B007JFMH8M,A30E27O1GM3GLV,Maireny Mateo,0,0,5,1341792000,Love it,"I receive those cookies for review i love the flavor and all of it, i recommend 100%, my family love too, thanks quaker oatmeal cookier you are part of my family now!"
89222,B0018R0MOI,A3CYPVX47KS6CE,PopCornMan83,3,3,5,1325548800,DELISH - A perfect snack!,"Wow! Lesser Evil Black and White Kettle Corn might be the best thing to ever hit my taste buds. The white kernels are magnificent, and the cocoa kernels add wonderful depth and complexity to this delightful snack. The texture is perfectly crisp, yet not too heavily coated. They have figured this whole ""kettle corn"" thing out. Bravo, Lesser Evil, bravo!"
414665,B001H0FI36,A1RL1OTV8IJMVD,"I. R. Smart. ""Tzu Crazy""",2,4,2,1242691200,Make your own. It tastes better!,"Of all the Dolcue Gusto flavors, this is the one I like the least. It's not that there's anything wrong with hot chocolate, it's just that you can do a lot better than this attempt. If you like hot cocoa from normal powdered mixes, then this is a slight step up. But it's not creamy enough! I'd recommend just making your own cocoa at home from scratch. You'll be more pleased with the results. This one's not worth 150 calories.<br /><br />2/5"
3657,B000YB7XQ4,A1HNYP5I5TZ0S8,shivani chase,0,0,5,1322179200,great tea,I find it is difficult to find black tea in the United States that is of decent quality.  I love PG Tips.  It brews up nice and rich and is reasonably priced.
77430,B001EQ4RVC,A1WSFYGLRZI51D,margie413,0,1,4,1325376000,great tasting macademia nuts,this brand is fantastic tasting. I have tried other brands but always come back to mauna loa brand. you will totally enjoy these macademias. I purchased these through amazon & the whole process went smoothly. I will buy again with amazon.
154767,B0014WYXTC,AT211TKEFKBES,"funny dude ""fungi""",0,0,4,1285891200,good alternative to soda (but pricey!),"The IZZE Grapefruit sparkling juice is my favorite amongst the blackberry and the green apple.<br /><br />It is NOT a healthy drink but a HEALTHIER drink than the sodas.<br /><br />It is NOT for those seeking a low calorie alternative to their diets.<br /><br />The sugar in this product is of the faster converting carb so it won't help you much in your waist-line.<br /><br />With that said, it IS a healthier drink if one prefers to have some sparkling drinks with their meals, which I do.<br /><br />I drink water throughout the day but when I eat, I like to pair my food with drinks. I am not a big wine drinker nor am I a big soda drinker. On those days that I am not in the mood for wine, this drink enhances my eating experience.<br /><br />unless they are inconsistant with each batch (it IS hard to gauge fruit juice, but because it IS mixed with other juices, I suspect they taste it before they can it), the grapefruit soda is just the right balance. Not too sweet and leaves a nice after taste in your mouth.<br /><br />Pairs good with chicken and seafood dishes. ( I like the blackberry for steak and stews and have used the blackberry for substitute when some recipes calls for coke)<br /><br />It IS expensive though for the amount and size. I would not give this to children thinking it is good for them.<br /><br />Moderation with everything is the key. We shouldn't neglect and abstain from things that we love, just eat and drink with moderation and we can eat just about anything without giving it up completely (OK, this last sentence is a bit self-serving...now I'll serve me up one of them grapefruit sparklies!!)"
60168,B000EDG598,A3DDBJP9A4AOQB,Matt,0,0,4,1346716800,Nice,This is really good stuff.  I recently decided to start using almond flour in place of regular flour and this tastes great.  It's a little heavier but has a buttery taste that I prefer to regular flour.  I recommend.
480579,B003OPCL7I,AIEPHF5R80Z49,Maria J. Mozzicato,10,12,1,1290729600,Looks Great on Website...,"Absolutely the cheapest rip off I have ever purchased! There was so much packaging and so little product it was embarrassing to give. Due to the date it arrived I had no choice but to give it, but would NEVER recommend the purchase of it to anyone!"
529732,B0032CB15Q,AFHPOLYQCNRGP,L. Malmquist,2,2,5,1162771200,Great coffee for Keurig Brewer,"This extra bold coffee is one of our favorites.  The ""extra bold"" could be compared to a bold coffee in a regular coffee brewer."
412954,B000E4C2LW,A4T5G02Z1XNBF,"Linda A. Hammersmith ""TV Maam""",0,0,5,1202860800,Excellent!,"My husband has been a diagnosed celiac for about 7 months.  Cornflakes have always been his favorite cold cereal so we were very happy to discover Nature's Path.  In fact, he told me he thinks these corn flakes are even better that his old favorite Kellogs!  Both the regular and honeyed are great - very crunchy and not too sweet.<br />And here's a plug for ordering on Amazon for real $ savings!"
491970,B000F0FZAK,A1CRMOX97WAYQV,Kevin Spangler,0,0,5,1284768000,Great All Natural Option For Those Watching Sugars,"Breadshop's Granola is super-tasty and all natural. It is sweetened with Chicory which is great for us, as we avoid refined sugars and artificial ingredients. It is a staple on our Subscribe and Save because it is peerless!"
278099,B001L330B6,A1IAEKYLM5OR5I,Carlee,0,1,5,1320883200,WILL order more,Came 4 days before estimated due date. None of them are broken because they were wrapped in bubble wrap and packaged well. Box might be gone by tomorrow:)
347390,B000BF3AGU,A1PIXSN84X348F,James Hall,1,1,5,1311811200,My kids live off these!,My family goes through these by the case.  We cook them in the microwave for the kids who like them cut up with apple sauce.  We grill them and sometimes fry them in peanut oil.  They are the best fake dog that we have found and about the only thing my son will eat.
10920,B000EM6PC6,A11YO8W5CZTXC1,J. David,1,1,5,1192838400,Loose tea makes great iced tea,"As others have said, Lipton's Loose Tea is very difficult<br />to find in stores.  I prefer the loose tea to the tea<br />bags for iced tea.  I hope Amazon continues to offer the<br />Loose Tea as I try and stock up when I can."
146222,B003AP2GKY,A2NZOPZEH9HTU7,"JFT ""Delaware Remodeler""",0,1,2,1341014400,Not up to my coffee standards,"This is only a little better than bad restaurant coffee. I'm very disapointed. I drink alot of coffee and have not found anything better than GM Double Black Diamond. Of course, that is fully cafinated."
41463,B003OZYTY6,A148VESEA0CTSY,Joann Niccolls,0,0,1,1339891200,Hansen Drink,I have used Hansen products for over a yr.  This was the worst tasting tea I have ever had.  I'm stuck with 12 boxes of 8 count each.  Not happy!
89892,B002LANN56,A1W415JP5WEAJK,Roberta Karchner,0,0,4,1337904000,Dogs weren't as enthusiastic as I hoped,"We normally combine small packets of moist food with our dogs kibble, since they are picky eaters. I had hoped that they would enjoy this gourmet variety, making it a bit easier on us.<br /><br />I used it for two meals, and they treated it like they do regular kibble, just grazing a bit. They didn't finish it until we added their regular favorite on top of it.<br /><br />I give the food top ratings for being healthy, however given the price and the fact that it will just substitute for regular kibble in our home, I won't be purchasing more."
534378,B001E5E3FS,ANS51Q9WZSPVG,"Elaine Goodstone ""Vegan""",1,1,5,1173312000,Uncle Sam Cereal,I love this cereal.  I eat it dry as a snack.  I eat it throught out the day everyday.  Its better than eating chips. I am going to order more.  The price is great.  Free shipping makes it even better
59813,B0005ZIYSK,A1XLXS344XPVHG,Anthony M. Mauer,0,6,2,1171929600,bread not bagel,Tasted like a couple of pieces of toast.  Anyone who likes bagels should stay away from these.
49097,B0001E6D88,APNMR7J7C7H88,"KathyG ""Animal Lover""",1,1,5,1105833600,Imperial Green Tea: Soothing - Relaxing - Great Tasting!,"I have tried many green teas before, but this by far is the best!  It's taste is refreshing, not overpowering.  It makes you want to curl up and just relax."
6168,B002GURBZ4,A3JA6PMUZ05N6O,Mila,0,0,5,1321228800,Disco fever ;),Simply wonderful! It adds that last little bit of WOW to your cake creations. I will be back for more!
176247,B0029XMGM6,A2582KMXLK2P06,B. E Jackson,0,1,5,1345075200,yummy,"Ricotta cheese is awesome when placed in lasagna.  True story- a few months ago my dad made a huge tray of lasagna for his girlfriend and myself, and he literally dumped the entire container of ricotta in the tray.  I thought it was too much but didn't say anything.  I didn't dare question my dad's experience in cooking for years and years (over 30 to be exact) at several different restaurants.  Anyway the cheese gave off a VERY strong taste, and in fact, it was the *only* thing we tasted in the lasagna, lol.  The sauce, other cheese varieties and everything else practically disappeared.  Still, I love the taste of ricotta cheese enough that I really would have trouble complaining about an abundance of it.  I find it's quite delicious.  Just be warned- use it accordingly and not the entire container (or in this case, bag) in one go, haha."
212925,B0030VJ818,A21UXKA2BHP4PK,adamclarkcyless,0,0,5,1318377600,Amazing.tasty and nutrion all in one!,"so, i have tried this ine the beets with bannans and Peter rabbits squash (orange packet) my son (16months) loves these. he can open the pouch himself walk around and self eat, now with him running all day it is hard for him to sit and be still with this at least he can run around and still have something in his tummy. I highly recommend this product and company. no gmos and organic what a mom wants in food that she didnt make. it is thin but makes it easy to eat out of pouch with little to no sucking involved. i even like them, but i try all food before i give it to my son, quite tasty!"
31137,B007M83302,A18RACX6BGBU39,Marys,1,1,5,1350000000,Grandchildren love these,My two grandchildren both have severe food allgeries. But the PopChip salt and pepper chips are great for them and they both love the taste.
